처방아이디,처방한글명,처방한자명,치료병증,출전,출처,페이지,증상한글명,증상한자명,일반인설명,약재한글명,약재한자명,약재이명,약재타입,수치전약재명,약용부위,귀경,성,미,독성,분류,과명,용량,단위
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,갈근(건),葛根(乾),乾葛,P,葛根,,,,,,,,40,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,내복자,萊菔子,羌精子|羅菔子|蘿卜子|蘿蔔子|蘿菔子|蘿葍子|蘿子|蘆菔子|蘆萉子|唐菁子|登菘子|蘿菔|羅蔔子|蘿蔔子|菈환子|夢白子|夢卜子|夢蔔子|夢爬子|雹突|葍䔰子|葍子|溫菘子|紫花菘子|楚菘子|土酥子,M,,종자(種子),肺|脾|胃,平,辛|甘,,消食藥,Cruciferae,40,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,맥아,麥芽,谷麥|穬麥糱|老麥芽|大麥毛|大麥芽|大麥糱|麥糱|陳麥芽,M,,과실(果實),脾|胃|肝,平,甘,,消食藥,Gramineae,40,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,반하,半夏,狗芋頭|老瓜蒜|老鴉眼|痰宮劈歷|大半夏|半下|白傍幾子|白羊眼半夏|小天南星|水玉|守田|示姑|羊眼|羊眼半夏|圓白半夏|地文|雉毛奴邑|雉毛邑|杏州半夏|和姑,M,,괴경(塊莖),脾|胃|肺,溫,辛,有毒,溫化寒痰藥,Araceae,160,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,백반,白礬,枯白礬|理石|明礬|明白礬|礬石|白君|生礬|石涅|雪礬|涅石|羽涅|羽澤|雲母礬,M,,광물(鑛物),肺|脾|肝|大腸,寒,酸|澀,,澁精縮尿止帶藥,명반석,160,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,산사,山楂,檕梅|朹|朹子|棠朹子|棠梂子|唐山査|茅樝|鼻涕團|楂肉|楂子|山里果|山里紅果|山査|山楂實|山査肉|山楂肉|山査子|山楂子|酸楂片|酸棗|鼠査|鼠楂梂|枾樝子|羊梂|映山紅果|赤楂|赤棗|赤爪|赤爪實|猴樝,M,,과실(果實),脾|胃|肝,微溫,酸|甘,,消食藥,Rosaceae,40,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,생강,生薑,薑根|鉤妝指|老生薑|面薑|母薑|百辣雲|鮮薑|鮮生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,160,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,신곡,神麯,曲|麥曲|米化先生|神曲|神麴|六曲|六神曲|六月六一曲|六丁曲|仁陷|制神曲|陳曲|陳神曲|化米花生,M,,발효한 것(醱酵),脾|胃,溫,甘|辛,,消食藥,Gramineae,40,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,자소자,紫蘇子,桂荏子|白魚蘇子|山魚蘇子|蘇子|水蘇子|水壯元子|野麻子|赤蘇子|鐵蘇子|皺紫蘇子|香蘇子|紅蘇子|紅紫蘇子|黑蘇子,M,,과실(果實),肺,溫,辛,,止咳平喘藥,Labiatae,40,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,조협,皂莢,鷄棲子|皀莢|大皂角|大皂夾|烏犀|長皂角|長皂夾|猪牙皂莢|皂角|皂角莢|皂莢子|悬刀|玄房仲長統,M,,과실(果實),肺|大腸,溫,辛,小毒,溫化寒痰藥,Leguminosae,160,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,진피,陳皮,柑子皮|柑皮|苦枥皮|苦榴皮|苦樹皮|廣柑皮|廣橘皮|廣陳皮|廣皮|貴老|橘子皮|橘皮|橘紅|芩皮|攀槻皮|白樳木皮|樊槻皮|蜡樹皮|細辛木皮|新會柑皮|新會皮|梣槻皮|樳木皮|梣皮|若理木皮|浙陳皮|陳柑皮|陳廣皮|陳橘皮|秦白皮|川橘皮|紅皮|黃橘皮,M,,과피(果皮),脾|肺,溫,辛|苦,,理氣藥,Rutaceae,40,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,천남성,天南星,鬼蒟蒻|南星|大南星|大天南星|半夏精|白南星|蛇頭草根|蛇芋|三棒子|野芋頭|猪包谷|虎膏|虎掌|虎掌南星,M,,괴경(塊莖),肝|肺|脾,溫,苦|辛,有毒,溫化寒痰藥,Araceae,160,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,청피,靑皮,大靑皮|細靑皮|小靑皮|靑柑兒皮|靑柑皮|靑橘皮|靑陳皮|青皮|杭靑皮,M,,과피(果皮),肝|膽,微溫,苦|辛,,理氣藥,Rutaceae,40,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,행인,杏仁,苦杏仁|老陰子|大杏仁|德兒|木落子|北杏|北杏仁|雙杏仁|原杏仁|眞杏仁|甛梅仁|草金丹|杏人|杏子|杏核人|杏核仁|囫圇杏仁,M,,종자(種子),肺|大腸,微溫,苦,小毒,止咳平喘藥,Rosaceae,40,g
FO00500578,화담환,化痰丸,痰咳,,폐계내과학,569,,,,향부자,香附子,苦羌頭|雷公頭|大理府香附|大香附|大香附子|白香附|附末|附米|莎結|莎根|莎草根|雀頭香|猪通草茹|地藾根|地毛|草附子|抱靈居士|香附|香附米|黑香附,M,,뿌리줄기(根莖),肝|脾|三焦,平,辛|微甘|苦,,理氣藥,Cyperaceae,40,g
FO00500579,봉강환,蜂薑丸,痰咳,,폐계내과학,569,,,,괄루,栝樓,果裸|瓜婁|瓜蔞|瓜蔞實|瓜蔞仁|括蔞|栝蔞|栝蔞實|樓活|大肚瓜|杜瓜|萯|柿瓜|鴨屎瓜|野苦瓜|藥瓜|王白|王菩|全瓜蔞|地樓|天瓜|天棘|天圓子|澤巨|澤姑|澤冶|澤茹|黃瓜,M,,과실(果實),肺|胃|大腸,寒,甘|微苦,,淸化熱痰藥,Cucurbitaceae,,等分
FO00500579,봉강환,蜂薑丸,痰咳,,폐계내과학,569,,,,노봉방,露蜂房,九孔蜂房|金房|露蜂房子|大黃蜂窠|獨蜂窠|馬蜂房|馬蜂窩|蜜房|百穿|百穿之巢|蜂家|蜂窠|蜂房|蜂巢|蜂窩|蜂子窩|蜂腸|石蜂窠|野蜂房|野蜂窩|牛蜂家|一寸樓臺|紫金沙|革蜂窠|虎頭蜂房|胡蜂殼|胡蜂窩|黃蜂窩|黃蠆蜂窠,M,,벌집(蜂房),胃,平,甘,有毒,外用藥,Vespidae,,等分
FO00500579,봉강환,蜂薑丸,痰咳,,폐계내과학,569,,,,방합(분),蚌蛤(粉),蚌粉|蛤粉|蚌蛤粉|眞蛤粉|海蛤粉,P,蚌蛤,,,,,,,,,等分
FO00500579,봉강환,蜂薑丸,痰咳,,폐계내과학,569,,,,백강잠(초),白殭蠶(炒),僵蠶(炒)|彊蠶炒|殭蠶炒|白僵蠶(炒)|白殭蠶炒|直僵蠶(炒),P,白殭蠶,,,,,,,,,等分
FO00500579,봉강환,蜂薑丸,痰咳,,폐계내과학,569,,,,신곡,神麯,曲|麥曲|米化先生|神曲|神麴|六曲|六神曲|六月六一曲|六丁曲|仁陷|制神曲|陳曲|陳神曲|化米花生,M,,발효한 것(醱酵),脾|胃,溫,甘|辛,,消食藥,Gramineae,,等分
FO00500579,봉강환,蜂薑丸,痰咳,,폐계내과학,569,,,,행인,杏仁,苦杏仁|老陰子|大杏仁|德兒|木落子|北杏|北杏仁|雙杏仁|原杏仁|眞杏仁|甛梅仁|草金丹|杏人|杏子|杏核人|杏核仁|囫圇杏仁,M,,종자(種子),肺|大腸,微溫,苦,小毒,止咳平喘藥,Rosaceae,,等分
FO00500579,봉강환,蜂薑丸,痰咳,,폐계내과학,569,,,,향부자(변),香附子(便),便香附|便香附子,P,香附子,,,,,,,,,等分
FO00500579,봉강환,蜂薑丸,痰咳,,폐계내과학,569,기불승강,氣不升降,기(氣)가 오르고 내리지 못하는 것,,,,,,,,,,,,,,
FO00500579,봉강환,蜂薑丸,痰咳,,폐계내과학,569,적담구수,積痰久嗽,진득한 가래를 뱉는 오래된 기침,,,,,,,,,,,,,,
FO00500579,봉강환,蜂薑丸,痰咳,,폐계내과학,569,적담류폐완,積痰留肺脘,담(痰)이 폐완부에 쌓여 머무르는 것,,,,,,,,,,,,,,
FO00500579,봉강환,蜂薑丸,痰咳,,폐계내과학,569,적담점체여교,積痰粘滯如膠,아교처럼 끈적한 담(痰)이 쌓인 것,,,,,,,,,,,,,,
FO00500579,봉강환,蜂薑丸,痰咳,,폐계내과학,569,주담수,酒痰嗽,해수(咳嗽)의 하나. 대개 술은 열독(熱毒)이 심하고 간혹 냉열(冷熱)을 겸해 마셔 오래되면 위완(胃脘)을 상하게 해 그 기가 모여 습담(濕痰)이 되어 기침이 나게 됨.,,,,,,,,,,,,,,
FO00500580,과련환,瓜連丸,痰咳,,폐계내과학,569,,,,괄루,栝樓,果裸|瓜婁|瓜蔞|瓜蔞實|瓜蔞仁|括蔞|栝蔞|栝蔞實|樓活|大肚瓜|杜瓜|萯|柿瓜|鴨屎瓜|野苦瓜|藥瓜|王白|王菩|全瓜蔞|地樓|天瓜|天棘|天圓子|澤巨|澤姑|澤冶|澤茹|黃瓜,M,,과실(果實),肺|胃|大腸,寒,甘|微苦,,淸化熱痰藥,Cucurbitaceae,,等分
FO00500580,과련환,瓜連丸,痰咳,,폐계내과학,569,,,,행인,杏仁,苦杏仁|老陰子|大杏仁|德兒|木落子|北杏|北杏仁|雙杏仁|原杏仁|眞杏仁|甛梅仁|草金丹|杏人|杏子|杏核人|杏核仁|囫圇杏仁,M,,종자(種子),肺|大腸,微溫,苦,小毒,止咳平喘藥,Rosaceae,,等分
FO00500580,과련환,瓜連丸,痰咳,,폐계내과학,569,,,,황련,黃連,古勇連|楝連|尾連|上草|宣連|王連|日黃連|滴膽芝|淨黃連|支連|川連|川黃蓮|川黃連|黃蓮|黃連,M,,뿌리줄기(根莖),心|脾|胃|肝|膽|大腸,寒,苦,,淸熱燥濕藥,Ranunculaceae,,等分
FO00500580,과련환,瓜連丸,痰咳,,폐계내과학,569,상주담수천급,傷酒痰嗽喘急,음주로 상하여 담이 성한 기침과 호흡곤란이 있는 것,,,,,,,,,,,,,,
FO00500581,소승기탕,小承氣湯,痰嗽,,폐계내과학,569,,,,대황,大黃,錦文|錦紋|錦紋大黃|錦黃|膚如|生軍|牛舌大黃|紫地錦紋|將軍|川軍|川大黃|蜀大黃|香大黃|火參|黃良,M,,뿌리줄기(根莖),脾|胃|大腸|肝|心包,寒,苦,,攻下藥,Polyponaceae,16,g
FO00500581,소승기탕,小承氣湯,痰嗽,,폐계내과학,569,,,,지실,枳實,洞庭|商枳實|小枳實|鵝眼枳實|粘刺|只實|陳枳實|槌胸霹靂|破胸槌,M,,유과(幼果),脾|胃,寒,苦|辛|酸,,理氣藥,Rutaceae,6,g
FO00500581,소승기탕,小承氣湯,痰嗽,,폐계내과학,569,,,,후박,厚朴,濃朴|淡伯|大厚朴|烈朴|油朴|紫油朴|紫厚朴|赤朴|重皮|川朴|川厚朴|厚朴皮|厚皮,M,,수피(樹皮),脾|胃|肺|大腸,溫,苦|辛,,芳香化濕藥,Magnoliaceae,6,g
FO00500581,소승기탕,小承氣湯,痰嗽,,폐계내과학,569,상한이증,傷寒裏證,상한병(傷寒病)에서 열(熱)이 몹시 나고 대변(大便)이 막히고 배가 불러오르는 것,,,,,,,,,,,,,,
FO00500581,소승기탕,小承氣湯,痰嗽,,폐계내과학,569,소열소실소만,小熱小實小滿,가벼운 열과 복실(腹實)과 복만(腹滿)의 증상이 있는 것,,,,,,,,,,,,,,
FO00500582,후박탕,厚朴湯,痰咳,,폐계내과학,569,,,,고량강,高良薑,膏凉薑|良薑|蠻薑|佛手根|小良薑|良薑|風薑|海良薑,M,,뿌리줄기(根莖),脾|肺,熱,辛,有毒,溫裏藥,Zingiberaceae,30,g
FO00500582,후박탕,厚朴湯,痰咳,,폐계내과학,569,,,,대황초,大黃草,,M,,,,,,,,,80,g
FO00500582,후박탕,厚朴湯,痰咳,,폐계내과학,569,,,,망초,芒硝,馬牙消|馬牙硝|芒消|朴硝|樸硝|盆消|牙消|牙硝|英消|淨芒硝|川芒硝|甛消|玄明粉|황산나트륨,M,,광물(鑛物),胃|大腸,寒,鹹|苦,,攻下藥,황산염류,30,g
FO00500582,후박탕,厚朴湯,痰咳,,폐계내과학,569,,,,빈랑자,檳榔子,橄欖子|鷄心檳榔|納子|大白|大白檳|大白片|大腹檳榔|大腹子|臺檳|榔玉|馬金南|白檳榔|檳楠|檳榔|檳榔果|檳榔孫|檳榔玉|檳榔仁|檳榔子|賓門|檳玉|四京子|洗瘴|洗瘴丹|呂宋檳|仁榔|仁頻|椶然|尖檳|尖檳榔|海南檳榔|海南子|花白|花檳榔,M,,종자(種子),胃|大腸,溫,苦|辛,,驅蟲藥,Palmae,30,g
FO00500582,후박탕,厚朴湯,痰咳,,폐계내과학,569,,,,지각(거초),枳殼(去炒),,P,枳殼,,,,,,,,30,g
FO00500582,후박탕,厚朴湯,痰咳,,폐계내과학,569,,,,후박(거피생강즙구령향향),厚朴(去皮生薑汁灸令香向),,P,厚朴,,,,,,,,30,g
FO00500582,후박탕,厚朴湯,痰咳,,폐계내과학,569,건곽난,乾藿亂,토할 것 같아도 토하지 못하고 설사할 것 같아도 설사하지 못하는 병,,,,,,,,,,,,,,
FO00500582,후박탕,厚朴湯,痰咳,,폐계내과학,569,창만,脹滿,배가 몹시 부르며 속이 그득한 감을 주는 병증,,,,,,,,,,,,,,
FO00500583,곤담환,滾痰丸,痰咳,,폐계내과학,569,,,,대황(주증),大黃(酒蒸),大黃酒蒸,P,大黃,,,,,,,,320,g
FO00500583,곤담환,滾痰丸,痰咳,,폐계내과학,569,,,,청몽석,靑礞石,,M,,,肺|心|肝,平,甘|鹹,,淸化熱痰藥,변질암류,40,g
FO00500583,곤담환,滾痰丸,痰咳,,폐계내과학,569,,,,침향,沈香,蜜香|沈香|阿迦嚧華|惡揭嚕|眞沈香|沈水香|沉香|香沉香,M,,목재(木材),腎|脾|胃,溫,辛|苦,,理氣藥,Thymelaeaceae,20,g
FO00500583,곤담환,滾痰丸,痰咳,,폐계내과학,569,,,,황금(거후),黃芩(去朽),黃芩去朽,P,黃芩,,,,,,,,320,g
FO00500583,곤담환,滾痰丸,痰咳,,폐계내과학,569,습열담적,濕熱痰積,습열(濕熱)한 담(痰)이 가슴과 격막에 뭉침으로써 발생한 적증(積證),,,,,,,,,,,,,,
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,,,,감초(자),甘草(炙),甘草炙|用甘草炙|炙甘|炙甘草|炙草|草(炙),P,甘草,,,,,,,,4,g
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,,,,건강,乾薑,幹薑|幹生薑|乾姜|乾生薑|均薑|綿薑|白薑|白乾薑|川乾薑|泡薑,M,,뿌리줄기(根莖),脾|胃|肺,熱,辛,,溫裏藥,Zingiberaceae,4,g
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,,,,계지,桂枝,桂枝段|廣桂枝|嫩桂枝|柳桂|川桂枝,M,,어린 가지(嫩枝),膀胱|心|肺,溫,辛|甘,,發散風寒藥,Lauraceae,4,g
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,,,,마황,麻黃,狗骨|麻黃草|卑相|卑鹽|西麻黃|龍沙|赤根|淨麻黃|中央節土|中黃節土|陳麻黃,M,,초질경(草質莖),肺|膀胱,溫,辛|微苦,,發散風寒藥,Ephedraceae,6,g
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,,,,반하,半夏,狗芋頭|老瓜蒜|老鴉眼|痰宮劈歷|大半夏|半下|白傍幾子|白羊眼半夏|小天南星|水玉|守田|示姑|羊眼|羊眼半夏|圓白半夏|地文|雉毛奴邑|雉毛邑|杏州半夏|和姑,M,,괴경(塊莖),脾|胃|肺,溫,辛,有毒,溫化寒痰藥,Araceae,6,g
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,,,,세신,細辛,金盤草|金盆草|綠鬚薑|大藥|獨葉草|萬病草|毛柄細辛|北細辛|四兩麻|西細辛|細參|細條|細草|小辛|少辛|烟袋鍋|烟袋鍋花|鈴鐺花|玉番絲|玉香絲|臥龍丹|漢城細辛|華陰細辛,M,,대근전초(帶根全草),心|肺|腎,溫,辛,,發散風寒藥,Aristolochiaceae,4,g
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,,,,오미자,五味子,金鈴子|遼五味子|菋|北味|北五味|北五味子|生五味子|嗽神|五味|遼五味|六亭劑|荎藸|玄及|紅內藤|紅內消|會及,M,,과실(果實),肺|心|腎,溫,酸|甘,,澁精縮尿止帶藥,Magnoliaceae,6,g
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,,,,작약,芍藥,金芍藥|白芍|白芍藥|芍藥,M,,뿌리(根),肝|脾,微寒,苦|酸,,補血藥,Ranunculaceae,6,g
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,갈,渴,갈증이 나는 것,,,,,,,,,,,,,,
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,건구,乾嘔,소리만 나고 토해내는 것이 없는 구토,,,,,,,,,,,,,,
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,발열해천,發熱咳喘,열(熱)이 나고 기침과 기천(氣喘)이 함께 나타나는 증상,,,,,,,,,,,,,,
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,상한표불해,傷寒表不解,상한병(傷寒病)이 오래 되어 병사가 내부로 들어와 소화가 안되고 내장의 병증이 생긴 것이 사라지지 않은 것,,,,,,,,,,,,,,
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,소변불리,小便不利,소변(小便) 양이 적거나 잘 나오지 않는 병증,,,,,,,,,,,,,,
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,소복만,小腹滿,배꼽 아래(臍以下) 부위가 견경(堅硬)하고 창만(脹滿)한 증상,,,,,,,,,,,,,,
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,심하유수기,心下有水氣,심장 아래에 수음의 사기가 있는 것,,,,,,,,,,,,,,
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,열,熱,"1 육음(六淫) 중 화(火)와 동일한 속성을 가진 발병의 원인은 열사(熱邪)이다 2 각종 원인에 의하여 양기가 항성(亢盛)한 병증 3 약물의 한(寒), 열(熱), 온(溫), 양(凉)의 4기(四氣) 중의 하나인 열기",,,,,,,,,,,,,,
FO00500584,소청룡탕,小靑龍湯,水咳,,폐계내과학,569,천,喘,호흡이 빠르고 촉박한 병증,,,,,,,,,,,,,,
FO00500585,진무탕,眞武湯,水咳,,폐계내과학,570,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,8,g
FO00500585,진무탕,眞武湯,水咳,,폐계내과학,570,,,,복령,茯苓,更生|金翁|萬靈精|萬苓精|白茯|白服笭|白茯岺|白茯怜|白茯笭|白茯苓|白雲苓|伏菟|茯菟|伏靈|伏苓|服令|茯笭|茯蕶|伏兎|不死面|雪腴|松苓|松木薯|松薯|松腴|赤苓|赤茯|赤茯笭|赤茯苓,M,,균핵(菌核)|적복령을 절편한 다음 백색부분(적복령을 절편한 다음 백색부분),心|心|肺|肺|脾|脾|腎|腎,平,甘|淡|甘|淡,,利水退腫藥,Polyporaceae,12,g
FO00500585,진무탕,眞武湯,水咳,,폐계내과학,570,,,,부자(포),附子(炮),附子炮|抱附子|炮附子|黑附子(炮),P,附子,,,,,,,,12,g
FO00500585,진무탕,眞武湯,水咳,,폐계내과학,570,,,,생강,生薑,薑根|鉤妝指|老生薑|面薑|母薑|百辣雲|鮮薑|鮮生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,5,片
FO00500585,진무탕,眞武湯,水咳,,폐계내과학,570,,,,작약,芍藥,金芍藥|白芍|白芍藥|芍藥,M,,뿌리(根),肝|脾,微寒,苦|酸,,補血藥,Ranunculaceae,12,g
FO00500585,진무탕,眞武湯,水咳,,폐계내과학,570,구,嘔,음식을 게우는 증상,,,,,,,,,,,,,,
FO00500585,진무탕,眞武湯,水咳,,폐계내과학,570,복만통,腹滿痛,배가 그득하면서 아픈 것,,,,,,,,,,,,,,
FO00500585,진무탕,眞武湯,水咳,,폐계내과학,570,소변불리,小便利,소변이 잘 나오는 병증,,,,,,,,,,,,,,
FO00500585,진무탕,眞武湯,水咳,,폐계내과학,570,소음병,少陰病,육경병(六經病)의 하나로 맥(脈)이 아주 약하고 잠을 자려고 하며 추워하고 먹은 음식을 그대로 설사하며 손발이 매우 차가운 등의 증상을 나타냄,,,,,,,,,,,,,,
FO00500585,진무탕,眞武湯,水咳,,폐계내과학,570,신해,腎咳,신(腎)의 기능장애로 발생한 기침 증상,,,,,,,,,,,,,,
FO00500586,소반하탕,小半夏湯,水咳,,폐계내과학,570,,,,반하,半夏,狗芋頭|老瓜蒜|老鴉眼|痰宮劈歷|大半夏|半下|白傍幾子|白羊眼半夏|小天南星|水玉|守田|示姑|羊眼|羊眼半夏|圓白半夏|地文|雉毛奴邑|雉毛邑|杏州半夏|和姑,M,,괴경(塊莖),脾|胃|肺,溫,辛,有毒,溫化寒痰藥,Araceae,20,g
FO00500586,소반하탕,小半夏湯,水咳,,폐계내과학,570,,,,생강,生薑,薑根|鉤妝指|老生薑|面薑|母薑|百辣雲|鮮薑|鮮生薑|御濕菜|炎凉小子|因地辛|子薑|紫薑|菜薑|川薑|川百薑,M,,뿌리줄기(根莖),肺|脾|胃,微溫,辛,,發散風寒藥,Zingiberaceae,40,g
FO00500586,소반하탕,小半夏湯,水咳,,폐계내과학,570,곡기입구즉토,穀氣入口卽吐,음식을 먹으면 곧바로 토함,,,,,,,,,,,,,,
FO00500586,소반하탕,小半夏湯,水咳,,폐계내과학,570,발한후 수약부하,發汗後 水藥不下,땀을 낸 후에 물과 약이 내려가지 않는 상태,,,,,,,,,,,,,,
FO00500586,소반하탕,小半夏湯,水咳,,폐계내과학,570,애역,呃逆,딸꾹질,,,,,,,,,,,,,,
FO00500587,십조탕,十棗湯,水咳,,폐계내과학,570,,,,감수,甘遂,甘藁|甘台|甘澤|甘蒿|苦澤|鬼丑|金錢重露|陵藁|陵澤|大瓠藤|猫兒眼|白澤|三層草|隨湯給事中|螯休|腫手花|腫手花根|主田|重台|重澤|至田|化骨丹|萱根子,M,,괴근(塊根),肺|腎|大腸,寒,苦,有毒,峻下逐水藥,Euphorbiaceae,,等分
FO00500587,십조탕,十棗湯,水咳,,폐계내과학,570,,,,대극(초),大戟(炒),大戟炒,P,大戟,,,,,,,,,等分
FO00500587,십조탕,十棗湯,水咳,,폐계내과학,570,,,,대조,大棗,乾赤棗|乾棗|鷄心|鷄心棗|桂棗|灌棗|膠棗|狗牙|南棗|丹棗|棠棗|大北棗|大棗|東棗|轆棗|美棗|搏落酥|白棗|北棗|氏棗|羊角|良棗|牛頭|棯棗|紫棗|棗|棗膏|棗肉|棗脯|天蒸棗|靑州棗|墟棗|壺|紅棗,M,,과실(果實),脾|胃,溫,甘,,補氣藥,Rhamnaceae,10,枚
FO00500587,십조탕,十棗湯,水咳,,폐계내과학,570,,,,원화(미초),芫花(微炒),芫花微炒,P,芫花,,,,,,,,,等分
FO00500587,십조탕,十棗湯,水咳,,폐계내과학,570,현음복음,懸飮伏飮,음사(飮邪)가 흉협(胸脇)에 정류(停留)하는 병 또는 몸 안에 숨거나 유음(留飮)이 다 없어지지 않고 잠복하여 병이 되는 것,,,,,,,,,,,,,,
FO00500587,십조탕,十棗湯,水咳,,폐계내과학,570,협하인통,脇下引痛,옆구리 아래가 땅기고 아픈 것,,,,,,,,,,,,,,
FO00500588,오령산,五苓散,水咳,,폐계내과학,570,,,,백출,白朮,乞力伽|鷄腿朮|貢朮|廣朮|狗頭朮|金錢朮|大白朮|臺白朮|臺朮|冬白朮|冬朮|馬薊|木朮|苗朮|白大壽|峰貢朮|桴薊|糞朮|沙邑條根|削朮|山薑|山芥|山薊|山連|山精|象朮|雪白朮|野朮|楊桴|楊桴薊|楊抱|楊枹薊|吳白朮|吳朮|于潛白朮|于潛朮|芋朮|雲頭朮|蕓白朮|雲白朮|雲片白朮|浙朮|種朮|天薊|天生朮|天蘇|朮|片白朮|片朮|抱薊|豊慶朮|杭朮|歙朮,M,,뿌리줄기(根莖),脾|胃,溫,苦|甘,,補氣藥,Compositae,6,g
FO00500588,오령산,五苓散,水咳,,폐계내과학,570,,,,육계,肉桂,桂|桂楠|桂馥|桂碎|桂圓肉|桂爾通|桂通|桂皮|官桂|廣條桂|交趾桂|菌桂|箘桂|企邊桂|丹桂|丹陽木皮|大桂|咄者|辣桂|楝桂|牡桂|木桂|上肉桂|玉桂|尉佗桂|尉佗生|柳桂|油桂|油筒桂|紫桂|條桂|眞桂|甛肉桂|靑化桂|土桂楠|筒桂|板桂|黃瑤桂,M,,수피(樹皮),腎|脾|膀胱,熱,甘|辛,,溫裏藥,Lauraceae,2,g
FO00500588,오령산,五苓散,水咳,,폐계내과학,570,,,,저령,猪苓,豭猪屎|結豬苓|導河椽|苓|木豬苓|茱苓|豕零|豕橐|猪|猪零|豬苓|猪屎苓|朱苓|地烏桃|豨苓,M,,균핵(菌核),腎|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,6,g
FO00500588,오령산,五苓散,水咳,,폐계내과학,570,,,,적복령,赤茯苓,赤苓|赤茯|赤服岺,M,,표층 아래 淡紅色(표층 아래 淡紅色),心|脾|膀胱,平,甘|淡,,利水退腫藥,Polyporaceae,6,g
FO00500588,오령산,五苓散,水咳,,폐계내과학,570,,,,택사,澤瀉,建瀉|鵠瀉|鵠澤|及瀉|蘭紅|芒芋|福澤瀉|酸惡兪|宣澤瀉|水瀉|水澤瀉|禹瀉|禹孫|牛耳菜|天禿|天鵝蠶|川澤瀉|宅夕|宅泄|澤芝,M,,괴경(塊莖),腎|膀胱,寒,甘,,利水退腫藥,Alismataceae,10,g
FO00500588,오령산,五苓散,水咳,,폐계내과학,570,번갈,煩渴,가슴이 답답하여 입안이 마르고 갈증이 나는 것,,,,,,,,,,,,,,
FO00500588,오령산,五苓散,水咳,,폐계내과학,570,소변불리,小便不利,소변(小便) 양이 적거나 잘 나오지 않는 병증,,,,,,,,,,,,,,
FO00500588,오령산,五苓散,水咳,,폐계내과학,570,태양증,太陽證,태양병(太陽病) 증상을 말하는 것임,,,,,,,,,,,,,,
